Gene Set,TYPE,Normal Breast (Epithelial-Stromal),ER-positive (Epithelial-Stromal),ER-negative (Epithelial-Stromal),Normal Breast (Epithelial-Epithelial),ER-positive (Epithelial-Epithelial),ER-negative (Epithelial-Epithelial)
LIPID_HOMEOSTASIS,GO_BP,0.966614399,0.984370551,1,0.98482921,0.95682381,0.99288741
SENSORY_PERCEPTION,GO_BP,0.634262081,0.98988679,0.706578443,0.98482921,0.48357292,0.99288741
TISSUE_REMODELING,GO_BP,0.966614399,0.990090143,1,0.98482921,0.045258185,0.706733545
KEGG_MELANOGENESIS,KEGG,0.33493139,0.990348087,1,0.19449365,0.904481698,0.808988727
TRNA_METABOLIC_PROCESS,GO_BP,0.979558581,0.990348087,1,0.98482921,0.95682381,0.184588602
RESPONSE_TO_TEMPERATURE_STIMULUS,GO_BP,0.109997794,0.991115785,1,0.98482921,0.494817416,0.99288741
AROMATIC_COMPOUND_METABOLIC_PROCESS,GO_BP,0.966614399,0.992613651,1,0.98482921,0.888973648,0.99288741
INTERFERON_GAMMA_PRODUCTION,GO_BP,0.966614399,0.992613651,1,0.992470148,0.95682381,0.218797244
KEGG_REGULATION_OF_AUTOPHAGY,KEGG,0.540912226,0.993108413,0.72339607,0.714789159,0.757194668,0.426071852
KEGG_LINOLEIC_ACID_METABOLISM,KEGG,0.115129014,0.993108413,1,0.149263027,0.074046257,0.885659872
MAINTENANCE_OF_CELLULAR_LOCALIZATION,GO_BP,0.941282006,0.993108413,1,0.98482921,0.381433687,1
REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,GO_BP,0.948392385,0.993108413,1,0.793515518,0.95682381,0.99288741
DETECTION_OF_ABIOTIC_STIMULUS,GO_BP,0.183883533,0.994065911,0.247914272,0.98482921,0.029527248,0.653760913
CELLULAR_LIPID_METABOLIC_PROCESS,GO_BP,0.085204261,0.994065911,1,0.98482921,0.95682381,0.99288741
KEGG_DRUG_METABOLISM_CYTOCHROME_P450,KEGG,0.152680068,0.995437809,0.417763624,0.029180176,0.696145606,0.722042549
RNA_SPLICING,GO_BP,0.966614399,0.996273352,0.007303645,0.98482921,0.958815917,0.99288741
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION,KEGG,0.966614399,0.996273352,0.030885172,0.378292307,0.420433944,0.430299064
KEGG_PURINE_METABOLISM,KEGG,0.837510698,0.996273352,0.036594298,0.98482921,0.300680797,0.99288741
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM,KEGG,0.966614399,0.996273352,0.043779959,0.98482921,0.95682381,0.99288741
POTASSIUM_ION_TRANSPORT,GO_BP,0.083892291,0.996273352,0.06953965,0.98482921,0.102728638,4.75E-09
HEART_DEVELOPMENT,GO_BP,0.527011974,0.996273352,0.082101277,0.98482921,0.696037621,0.99288741
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS,KEGG,0.966614399,0.996273352,0.086466147,0.04457292,0.95682381,0.99288741
RNA_PROCESSING,GO_BP,0.968167323,0.996273352,0.105408802,0.98482921,0.95682381,0.99288741
MITOTIC_SPINDLE_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.966614399,0.996273352,0.163949887,1,0.314001186,0.99288741
KEGG_GLUTATHIONE_METABOLISM,KEGG,0.221813126,0.996273352,0.174390295,0.98482921,0.95682381,0.99288741
NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO_BP,0.970662519,0.996273352,0.174390295,0.98482921,0.95682381,1
DETECTION_OF_EXTERNAL_STIMULUS,GO_BP,0.040236512,0.996273352,0.178621002,0.98482921,0.001229538,0.99288741
PHOTORECEPTOR_CELL_MAINTENANCE,GO_BP,0.966614399,0.996273352,0.19779186,0.990999045,0.95682381,0.901949043
COFACTOR_TRANSPORT,GO_BP,0.966614399,0.996273352,0.232054622,0.813512984,0.869497498,0.99288741
POSITIVE_REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,GO_BP,0.966614399,0.996273352,0.247914272,0.98482921,0.983042526,0.949689743
KEGG_OTHER_GLYCAN_DEGRADATION,KEGG,0.966614399,0.996273352,0.247914272,0.98482921,0.95682381,0.99288741
DETECTION_OF_STIMULUS,GO_BP,0.115129014,0.996273352,0.247933936,0.98482921,0.015763285,0.99288741
Biocarta IL2,BRCA_PROG_SIG,0.966614399,0.996273352,0.255766963,0.98482921,0.95682381,0.189000471
MRNA_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.261998206,0.98482921,0.95682381,0.722042549
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,KEGG,0.036071538,0.996273352,0.264161494,0.683651798,0.442502438,0.99288741
ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION,GO_BP,0.965160006,0.996273352,0.264161494,1,0.000301406,0.805361461
MONOVALENT_INORGANIC_CATION_TRANSPORT,GO_BP,0.000298623,0.996273352,0.277970324,0.98482921,0.038539626,1.53E-09
Korkola 2007 (21 genes),BRCA_PROG_SIG,0.966614399,0.996273352,0.279373273,0.98482921,0.95682381,0.100411698
NEGATIVE_REGULATION_OF_HYDROLASE_ACTIVITY,GO_BP,0.966614399,0.996273352,0.279373273,0.98482921,0.110301513,0.99288741
MRNA_PROCESSING_GO_0006397,GO_BP,0.966614399,0.996273352,0.27971079,0.98482921,0.95682381,0.99288741
RRNA_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.27971079,0.002028778,0.648886889,0.99288741
ACUTE_INFLAMMATORY_RESPONSE,GO_BP,0.966614399,0.996273352,0.311307269,0.485487226,0.95682381,0.954286763
KEGG_NOTCH_SIGNALING_PATHWAY,KEGG,0.968446959,0.996273352,0.311307269,0.98482921,0.95682381,0.587130325
Yau 2010 (TN poor outcome),BRCA_PROG_SIG,0.878139032,0.996273352,0.334289085,0.98482921,0.456960445,0.99288741
KEGG_TYROSINE_METABOLISM,KEGG,0.160872279,0.996273352,0.338689965,0.98482921,0.95682381,0.99288741
RNA_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.338689965,0.98482921,0.95682381,1
SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS,GO_BP,0.943202385,0.996273352,0.366938568,0.98482921,0.709762881,0.99288741
RIBOSOME_BIOGENESIS_AND_ASSEMBLY,GO_BP,0.966614399,0.996273352,0.417763624,0.22210559,0.95682381,0.99288741
BILE_ACID_METABOLIC_PROCESS,GO_BP,0.776097085,0.996273352,0.422255949,1,1,0.99288741
RESPONSE_TO_LIGHT_STIMULUS,GO_BP,0.152680068,0.996273352,0.436388417,0.98482921,0.95682381,0.91809351
AMINE_BIOSYNTHETIC_PROCESS,GO_BP,0.971492986,0.996273352,0.450248387,0.763972432,0.95682381,0.99288741
EMBRYONIC_MORPHOGENESIS,GO_BP,0.966614399,0.996273352,0.456857475,0.98482921,0.486338869,1
TRANSCRIPTION_FROM_RNA_POLYMERASE_III_PROMOTER,GO_BP,0.966614399,0.996273352,0.491404565,1,0.95682381,0.99288741
RNA_CATABOLIC_PROCESS,GO_BP,0.770514742,0.996273352,0.51346418,0.98482921,0.95682381,0.99288741
DEVELOPMENTAL_GROWTH,GO_BP,0.933798695,0.996273352,0.514864615,0.98482921,0.400515425,0.99288741
X11779835_HOFFMANN_PRE_BI_TO_LARGE_PRE_BII_LYMPHOCYTE,CELL_TYPE_SPEC,0.966614399,0.996273352,0.525275116,0.527481577,0.95682381,0.99288741
RNA_SPLICINGVIA_TRANSESTERIFICATION_REACTIONS,GO_BP,0.942579728,0.996273352,0.529428325,0.98482921,0.95682381,0.99288741
ION_HOMEOSTASIS,GO_BP,0.966614399,0.996273352,0.531766444,0.98482921,0.95682381,0.99288741
SULFUR_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.531766444,0.772586233,0.937404617,0.99288741
PHOTOTRANSDUCTION,GO_BP,0.081245613,0.996273352,0.536103815,0.98482921,0.177419575,0.99288741
RNA_ELONGATION,GO_BP,0.966614399,0.996273352,0.536103815,0.98482921,0.523882012,1
INDUCTION_OF_APOPTOSIS_BY_INTRACELLULAR_SIGNALS,GO_BP,0.462537646,0.996273352,0.550090926,0.98482921,0.95682381,0.99288741
AMYLOID_PRECURSOR_PROTEIN_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.551094836,1,0.95682381,0.480771074
CATION_TRANSPORT,GO_BP,0.039025569,0.996273352,0.556695916,0.99971744,0.391483245,4.21E-05
X11861292_ZHAN_MULTIPLE_MYELOMA_SPIKED,CELL_TYPE_SPEC,0.966614399,0.996273352,0.557569664,0.784701748,0.780348557,1
GLYCOPROTEIN_CATABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.557569664,0.98482921,0.95682381,0.99288741
HOMEOSTATIC_PROCESS,GO_BP,0.966614399,0.996273352,0.573741801,0.98482921,0.456960445,0.99288741
RESPONSE_TO_ABIOTIC_STIMULUS,GO_BP,0.185596731,0.996273352,0.587944114,0.98482921,0.704508827,0.480771074
LEARNING_AND_OR_MEMORY,GO_BP,0.941282006,0.996273352,0.598350367,0.986005804,0.843095339,0.99288741
NUCLEAR_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.966614399,0.996273352,0.598350367,0.837361293,0.95682381,0.99288741
CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO_BP,0.45591874,0.996273352,0.604633842,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS,GO_BP,0.770514742,0.996273352,0.604633842,0.98482921,0.95682381,0.99288741
G2_M_TRANSITION_OF_MITOTIC_CELL_CYCLE,GO_BP,0.890730163,0.996273352,0.604633842,0.792782518,0.95682381,0.99288741
PROTEOGLYCAN_METABOLIC_PROCESS,GO_BP,0.979716443,0.996273352,0.604633842,0.98482921,0.95682381,0.782718215
KEGG_TIGHT_JUNCTION,KEGG,0.878139032,0.996273352,0.61055705,0.378292307,0.95682381,0.99288741
ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CELL_POLARITY,GO_BP,0.966614399,0.996273352,0.616342753,0.98482921,0.939077644,0.99288741
SULFUR_COMPOUND_BIOSYNTHETIC_PROCESS,GO_BP,0.969755793,0.996273352,0.616342753,1,0.95682381,1
REGULATION_OF_IMMUNE_RESPONSE,GO_BP,0.876123266,0.996273352,0.623511467,0.98482921,0.95682381,0.708511792
NEGATIVE_REGULATION_OF_CELL_MIGRATION,GO_BP,0.966614399,0.996273352,0.628502653,0.15536981,0.95682381,0.666477619
SODIUM_ION_TRANSPORT,GO_BP,0.261976502,0.996273352,0.635642646,0.988882764,0.95682381,0.596005514
SENSORY_ORGAN_DEVELOPMENT,GO_BP,0.966614399,0.996273352,0.635642646,0.98482921,0.95682381,0.99288741
RRNA_PROCESSING,GO_BP,0.966614399,0.996273352,0.640646761,0.029909067,0.95682381,0.99288741
APOPTOTIC_NUCLEAR_CHANGES,GO_BP,0.966614399,0.996273352,0.649037178,0.795067545,0.95682381,0.99288741
POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,GO_BP,0.966614399,0.996273352,0.649410312,1,0.427989782,1
CELLULAR_RESPONSE_TO_NUTRIENT_LEVELS,GO_BP,0.1961899,0.996273352,0.651269563,0.98482921,0.95682381,0.99288741
NOTCH_SIGNALING_PATHWAY,GO_BP,0.966614399,0.996273352,0.658554499,0.805513151,0.95682381,0.30145518
GAMETE_GENERATION,GO_BP,0.185596731,0.996273352,0.665788792,0.98482921,0.053858988,0.002380031
CHROMATIN_REMODELING,GO_BP,0.969755793,0.996273352,0.671087291,0.895230633,0.037405785,0.643747839
CENTROSOME_CYCLE,GO_BP,0.966614399,0.996273352,0.681983665,1,0.95682381,0.99288741
REGULATION_OF_CELL_MIGRATION,GO_BP,0.966614399,0.996273352,0.683957558,0.657477881,0.95682381,0.99288741
DETECTION_OF_BIOTIC_STIMULUS,GO_BP,0.966614399,0.996273352,0.699792009,0.992470148,0.788971376,0.99288741
CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,GO_BP,0.474569461,0.996273352,0.721311063,0.956891426,0.068460229,0.57215374
REGULATION_OF_JNK_CASCADE,GO_BP,0.53234435,0.996273352,0.721311063,0.36160135,0.95682381,0.99288741
POSITIVE_REGULATION_OF_TRANSCRIPTION,GO_BP,0.966614399,0.996273352,0.721311063,0.98482921,0.95682381,0.722042549
PROTEIN_AMINO_ACID_N_LINKED_GLYCOSYLATION,GO_BP,0.931578109,0.996273352,0.72339607,0.98482921,0.923517878,0.99288741
BIOPOLYMER_MODIFICATION,GO_BP,0.966614399,0.996273352,0.72339607,0.185178222,0.95682381,0.99288741
OVULATION_CYCLE,GO_BP,0.966614399,0.996273352,0.72339607,0.98482921,0.95682381,0.99288741
KEGG_SELENOAMINO_ACID_METABOLISM,KEGG,0.966614399,0.996273352,0.724816725,0.98482921,0.95682381,0.99288741
KEGG_RENIN_ANGIOTENSIN_SYSTEM,KEGG,0.966614399,0.996273352,0.72824978,0.752940184,0.95682381,0.99288741
BASE_EXCISION_REPAIR,GO_BP,0.972113052,0.996273352,0.739816084,0.813512984,0.95682381,0.99288741
DNA_MODIFICATION,GO_BP,0.897648961,0.996273352,0.74372505,0.795067545,0.029416998,1
POSITIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_BP,0.966614399,0.996273352,0.764507625,0.98482921,0.95682381,0.59090039
TRNA_PROCESSING,GO_BP,0.968446959,0.996273352,0.768109928,0.98482921,0.103558594,1
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM,KEGG,0.969659776,0.996273352,0.768109928,0.713870768,0.280751766,1
STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_PATHWAY,GO_BP,0.966614399,0.996273352,0.772549345,0.98482921,0.95682381,0.99288741
KEGG_BUTANOATE_METABOLISM,KEGG,0.966614399,0.996273352,0.773724264,0.98482921,0.95682381,0.99288741
RNA_BIOSYNTHETIC_PROCESS,GO_BP,0.966614399,0.996273352,0.779519401,0.98482921,0.95682381,0.99288741
HORMONE_METABOLIC_PROCESS,GO_BP,0.969755793,0.996273352,0.783625607,0.98482921,0.146847649,0.99288741
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE,KEGG,0.956084575,0.996273352,0.784099091,0.98482921,0.95682381,1
Miller 2005 (p53),BRCA_PROG_SIG,0.966614399,0.996273352,0.785758255,0.98482921,0.861964389,0.99288741
INORGANIC_ANION_TRANSPORT,GO_BP,0.966614399,0.996273352,0.797528269,0.98482921,0.381433687,0.99288741
HETEROCYCLE_METABOLIC_PROCESS,GO_BP,0.966816767,0.996273352,0.804494009,0.805513151,0.95682381,0.99288741
REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,GO_BP,0.931578109,0.996273352,0.805956128,0.98482921,0.95682381,0.99288741
Watkins 2009 (CD4 T helper),BRCA_PROG_SIG,0.966614399,0.996273352,0.805961516,0.98482921,0.95682381,0.99288741
X19228925_WATKINS_2009_CD4_THELPER_MARKERS,CELL_TYPE_SPEC,0.966614399,0.996273352,0.805961516,0.98482921,0.95682381,0.99288741
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS,KEGG,0.115129014,0.996273352,0.816591239,0.805513151,0.95682381,0.653760913
CELLULAR_COMPONENT_DISASSEMBLY,GO_BP,0.966614399,0.996273352,0.847772528,0.98482921,0.95682381,0.99288741
IMMUNE_EFFECTOR_PROCESS,GO_BP,0.966614399,0.996273352,0.852115534,0.98482921,0.95682381,0.99288741
DNA_CATABOLIC_PROCESS,GO_BP,0.969755793,0.996273352,0.860217637,0.813512984,0.95682381,0.99288741
CELL_STRUCTURE_DISASSEMBLY_DURING_APOPTOSIS,GO_BP,0.966614399,0.996273352,0.861682466,0.200361818,0.95682381,0.99288741
CHEMICAL_HOMEOSTASIS,GO_BP,0.966614399,0.996273352,0.870970673,0.98482921,0.654072857,0.99288741
KEGG_PHENYLALANINE_METABOLISM,KEGG,0.78810285,0.996273352,0.873871716,0.98482921,0.95682381,0.99288741
RESPONSE_TO_EXTRACELLULAR_STIMULUS,GO_BP,0.825768985,0.996273352,0.876160184,0.98482921,0.95682381,0.99288741
CATION_HOMEOSTASIS,GO_BP,0.966614399,0.996273352,0.880030181,0.98482921,0.95682381,0.99288741
LYSOSOME_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.942579728,0.996273352,0.892921123,0.98482921,0.696145606,0.808988727
PROTEIN_TARGETING_TO_MEMBRANE,GO_BP,0.966614399,0.996273352,0.894512384,0.771913905,0.95682381,0.99288741
RESPONSE_TO_RADIATION,GO_BP,0.347162157,0.996273352,0.904066576,0.98482921,0.557880192,0.273673564
Liu 2012 (HER2 TICS 17 genes),BRCA_PROG_SIG,0.966614399,0.996273352,0.904066576,0.902111122,0.95682381,0.99288741
RIBONUCLEOTIDE_METABOLIC_PROCESS,GO_BP,0.474569461,0.996273352,0.924767643,1,0.95682381,0.913267672
REGULATION_OF_GENE_EXPRESSION,GO_BP,0.933798695,0.996273352,0.924767643,0.98482921,0.95682381,0.99288741
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION,KEGG,0.966614399,0.996273352,0.92801816,0.275800035,0.958736459,0.820604446
REGULATION_OF_RESPONSE_TO_STIMULUS,GO_BP,0.966614399,0.996273352,0.928908785,0.98482921,0.95682381,0.99288741
REGULATION_OF_SYNAPSE_STRUCTURE_AND_ACTIVITY,GO_BP,0.966614399,0.996273352,0.928908785,0.98482921,0.95682381,0.386455235
ONE_CARBON_COMPOUND_METABOLIC_PROCESS,GO_BP,0.825768985,0.996273352,0.929617278,0.763972432,0.95682381,1
POSITIVE_REGULATION_OF_METABOLIC_PROCESS,GO_BP,0.823996317,0.996273352,0.935978569,0.98482921,0.95682381,0.99288741
CELLULAR_HOMEOSTASIS,GO_BP,0.941282006,0.996273352,0.940359299,0.98482921,0.654072857,0.956210558
ISOPRENOID_METABOLIC_PROCESS,GO_BP,0.966614399,0.996273352,0.940359299,1,0.333491843,1
POLYSACCHARIDE_METABOLIC_PROCESS,GO_BP,0.87451412,0.996273352,0.950387009,0.813512984,0.654072857,0.460932773
PURINE_NUCLEOTIDE_METABOLIC_PROCESS,GO_BP,0.261976502,0.996273352,0.958546592,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_RESPONSE_TO_STIMULUS,GO_BP,0.966614399,0.996273352,0.959501868,0.98482921,0.975640473,0.99288741
LEUKOCYTE_DIFFERENTIATION,GO_BP,0.759733824,0.996273352,0.978360664,0.98482921,0.427278953,0.99288741
KEGG_TYPE_I_DIABETES_MELLITUS,KEGG,0.685083735,0.996273352,0.98883167,0.98482921,0.95682381,0.99288741
Biocarta IL12,BRCA_PROG_SIG,0.966614399,0.996273352,0.990851352,0.98482921,0.95682381,0.99288741
CELLULAR_CATION_HOMEOSTASIS,GO_BP,0.966614399,0.996273352,0.990851352,0.98482921,0.95682381,0.99288741
KEGG_STEROID_HORMONE_BIOSYNTHESIS,KEGG,0.00108376,0.996273352,1,0.98482921,0.539173496,0.515640899
LIPID_CATABOLIC_PROCESS,GO_BP,0.020929968,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_LYMPHOCYTE_ACTIVATION,GO_BP,0.02655801,0.996273352,1,0.353074117,0.95682381,0.99288741
GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY,GO_BP,0.027676437,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_T_CELL_ACTIVATION,GO_BP,0.027676437,0.996273352,1,0.180879068,0.95682381,0.99288741
T_CELL_DIFFERENTIATION,GO_BP,0.036071538,0.996273352,1,0.3645083,0.012400013,0.99288741
ELECTRON_TRANSPORT_GO_0006118,GO_BP,0.054465728,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION,GO_BP,0.081245613,0.996273352,1,0.98482921,0.727939802,0.99288741
Khoury 2010 (HER2 untreated),BRCA_PROG_SIG,0.085204261,0.996273352,1,0.98482921,0.076951867,0.99288741
REGULATION_OF_PHOSPHORYLATION,GO_BP,0.097383689,0.996273352,1,0.98482921,0.95682381,0.99288741
ENERGY_DERIVATION_BY_OXIDATION_OF_ORGANIC_COMPOUNDS,GO_BP,0.110230728,0.996273352,1,0.98482921,0.229645547,0.99288741
KEGG_GLYCEROLIPID_METABOLISM,KEGG,0.136149089,0.996273352,1,0.98482921,0.77023394,0.99288741
CELLULAR_LIPID_CATABOLIC_PROCESS,GO_BP,0.152680068,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_VIRAL_MYOCARDITIS,KEGG,0.157869838,0.996273352,1,0.98482921,0.95682381,0.949689743
KEGG_HEMATOPOIETIC_CELL_LINEAGE,KEGG,0.160872279,0.996273352,1,0.795067545,0.95682381,0.706733545
POSITIVE_REGULATION_OF_PHOSPHATE_METABOLIC_PROCESS,GO_BP,0.185596731,0.996273352,1,0.978926957,0.95682381,0.99288741
REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,GO_BP,0.185596731,0.996273352,1,0.98482921,0.95682381,0.265007915
Wang 2005 (76 genes),BRCA_PROG_SIG,0.1961899,0.996273352,1,0.98482921,0.95682381,0.474730339
DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_RESULTING_IN_INDUCTION_OF_APOPTOSIS,GO_BP,0.1961899,0.996273352,1,0.98482921,0.95682381,1
KEGG_JAK_STAT_SIGNALING_PATHWAY,KEGG,0.1961899,0.996273352,1,0.683651798,0.818864211,0.827330174
FATTY_ACID_OXIDATION,GO_BP,0.201084108,0.996273352,1,0.683651798,0.95682381,0.425396386
KEGG_APOPTOSIS,KEGG,0.221963804,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_SECRETION,GO_BP,0.227095875,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,GO_BP,0.240914439,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,GO_BP,0.242010141,0.996273352,1,0.98482921,0.95682381,0.954286763
EMBRYO_IMPLANTATION,GO_BP,0.243984124,0.996273352,1,0.805513151,0.95682381,0.99288741
KEGG_INOSITOL_PHOSPHATE_METABOLISM,KEGG,0.243984124,0.996273352,1,0.98482921,0.95682381,0.59090039
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM,KEGG,0.243984124,0.996273352,1,0.020596348,0.95682381,0.99288741
REGULATION_OF_DNA_METABOLIC_PROCESS,GO_BP,0.247093029,0.996273352,1,0.98482921,0.95682381,0.954286763
KEGG_ARACHIDONIC_ACID_METABOLISM,KEGG,0.247093029,0.996273352,1,0.683651798,0.95682381,0.99288741
KEGG_GAP_JUNCTION,KEGG,0.247093029,0.996273352,1,0.98482921,0.647236155,0.99288741
X21131600_CAMP_2010_UPINMCF7ANDBRF,CELL_TYPE_SPEC,0.252829149,0.996273352,1,0.714789159,0.95682381,0.99288741
FATTY_ACID_BETA_OXIDATION,GO_BP,0.267711578,0.996273352,1,1,0.95682381,0.547562354
NLS_BEARING_SUBSTRATE_IMPORT_INTO_NUCLEUS,GO_BP,0.289325386,0.996273352,1,0.98482921,0.381433687,0.99288741
REGULATION_OF_JAK_STAT_CASCADE,GO_BP,0.289325386,0.996273352,1,0.98482921,0.95682381,0.518422237
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES,KEGG,0.294760697,0.996273352,1,0.98482921,0.861964389,0.99288741
POSITIVE_REGULATION_OF_MAPKKK_CASCADE,GO_BP,0.297358428,0.996273352,1,0.037261931,0.564728466,0.949689743
REGULATION_OF_CHROMOSOME_ORGANIZATION_AND_BIOGENESIS,GO_BP,0.297358428,0.996273352,1,0.795067545,0.95682381,0.99288741
PURINE_RIBONUCLEOTIDE_METABOLIC_PROCESS,GO_BP,0.306791295,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_TYPE_II_DIABETES_MELLITUS,KEGG,0.308329699,0.996273352,1,0.22210559,0.59076191,0.99288741
DETECTION_OF_CHEMICAL_STIMULUS,GO_BP,0.320740735,0.996273352,1,0.98482921,0.705394144,0.99288741
KEGG_ENDOMETRIAL_CANCER,KEGG,0.320740735,0.996273352,1,0.98482921,0.22848207,0.99288741
COFACTOR_CATABOLIC_PROCESS,GO_BP,0.321306812,0.996273352,1,0.805513151,0.048119966,0.99288741
KEGG_SMALL_CELL_LUNG_CANCER,KEGG,0.321306812,0.996273352,1,0.98482921,0.95682381,0.99288741
ENERGY_RESERVE_METABOLIC_PROCESS,GO_BP,0.3309821,0.996273352,1,0.98482921,0.808948422,0.782718215
G1_S_TRANSITION_OF_MITOTIC_CELL_CYCLE,GO_BP,0.3309821,0.996273352,1,0.98482921,0.95682381,0.99288741
REGULATION_OF_PROTEIN_MODIFICATION_PROCESS,GO_BP,0.3309821,0.996273352,1,0.714789159,0.95682381,0.99288741
X20346151_LIM_2010_MAMMARY_STEM_CELL,CELL_TYPE_SPEC,0.332588407,0.996273352,1,0.98482921,1,0.99288741
GLUCAN_METABOLIC_PROCESS,GO_BP,0.344718971,0.996273352,1,1,0.95682381,0.99288741
KEGG_PROSTATE_CANCER,KEGG,0.346006999,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_RETINOL_METABOLISM,KEGG,0.362955133,0.996273352,1,0.638422642,0.95682381,0.095055892
KEGG_MELANOMA,KEGG,0.377916155,0.996273352,1,0.98482921,0.325668988,0.521537547
INTERLEUKIN_2_PRODUCTION,GO_BP,0.399173816,0.996273352,1,1,0.820401556,1
REGULATION_OF_MAPKKK_CASCADE,GO_BP,0.40600568,0.996273352,1,0.197011114,0.95682381,0.862400131
REGULATION_OF_MEMBRANE_POTENTIAL,GO_BP,0.410393266,0.996273352,1,0.98482921,0.95682381,0.99288741
POSITIVE_REGULATION_OF_CELL_CYCLE,GO_BP,0.412277992,0.996273352,1,0.714479153,0.417525017,0.99288741
DNA_DAMAGE_RESPONSESIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR,GO_BP,0.416302449,0.996273352,1,0.98482921,0.95682381,0.99288741
LYMPHOCYTE_DIFFERENTIATION,GO_BP,0.416302449,0.996273352,1,0.98482921,0.864714421,0.99288741
SPERM_MOTILITY,GO_BP,0.416302449,0.996273352,1,0.961889629,0.020968533,0.99288741
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION,KEGG,0.416302449,0.996273352,1,0.98482921,0.95682381,0.99288741
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,KEGG,0.438019625,0.996273352,1,0.98482921,0.054800332,0.99288741
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,KEGG,0.452660607,0.996273352,1,0.425263185,0.95682381,0.827065406
EPITHELIAL_TO_MESENCHYMAL_TRANSITION,GO_BP,0.454085848,0.996273352,1,0.103143356,0.95682381,0.99288741
NEGATIVE_REGULATION_OF_SECRETION,GO_BP,0.454085848,0.996273352,1,0.713870768,0.95682381,0.99288741
KEGG_ALLOGRAFT_REJECTION,KEGG,0.454085848,0.996273352,1,0.795067545,0.95682381,0.99288741
DIGESTION,GO_BP,0.482833342,0.996273352,1,0.705138177,0.241590503,0.99288741
GLYCOSPHINGOLIPID_METABOLIC_PROCESS,GO_BP,0.482833342,0.996273352,1,0.986005804,0.26988953,0.99288741
LYMPHOCYTE_ACTIVATION,GO_BP,0.482833342,0.996273352,1,0.380039107,0.664324167,0.99288741
