	probe	EntrezGene.ID	Gene.Symbol
geneid_54847	geneid_54847	54847	SIDT1
geneid_3003	geneid_3003	3003	GZMK
geneid_57864	geneid_57864	57864	TSCOT
geneid_84313	geneid_84313	84313	VPS25
geneid_26070	geneid_26070	26070	DKFZP434K028
geneid_27309	geneid_27309	27309	ZNF330
geneid_1207	geneid_1207	1207	CLNS1A
geneid_9635	geneid_9635	9635	CLCA2
geneid_7398	geneid_7398	7398	USP1
geneid_200734	geneid_200734	200734	SPRED2
geneid_8383	geneid_8383	8383	OR1A1
geneid_5889	geneid_5889	5889	RAD51C
geneid_2664	geneid_2664	2664	GDI1
geneid_4331	geneid_4331	4331	MNAT1
geneid_65003	geneid_65003	65003	MRPL11
geneid_4831	geneid_4831	4831	NME2
geneid_3018	geneid_3018	3018	HIST1H2BB
geneid_55175	geneid_55175	55175	KLHL11
geneid_23015	geneid_23015	23015	GOLGA8A
geneid_3768	geneid_3768	3768	KCNJ12
geneid_54490	geneid_54490	54490	UGT2B28
geneid_130813	geneid_130813	130813	FLJ25143
geneid_139341	geneid_139341	139341	FUNDC1
geneid_1761	geneid_1761	1761	DMRT1
geneid_5872	geneid_5872	5872	RAB13
geneid_26227	geneid_26227	26227	PHGDH
geneid_1497	geneid_1497	1497	CTNS
geneid_85286	geneid_85286	85286	KRTAP4-9
geneid_90050	geneid_90050	90050	C14orf152
geneid_2621	geneid_2621	2621	GAS6
geneid_23033	geneid_23033	23033	DOPEY1
geneid_3225	geneid_3225	3225	HOXC9
geneid_1268	geneid_1268	1268	CNR1
geneid_80346	geneid_80346	80346	REEP4
geneid_831	geneid_831	831	CAST
geneid_7629	geneid_7629	7629	ZNF76
geneid_644	geneid_644	644	BLVRA
geneid_8544	geneid_8544	8544	PIR
geneid_33	geneid_33	33	ACADL
geneid_148103	geneid_148103	148103	ZNF599
geneid_429	geneid_429	429	ASCL1
geneid_283807	geneid_283807	283807	FBXL22
geneid_92400	geneid_92400	92400	RBM18
geneid_84922	geneid_84922	84922	FLJ14768
geneid_54995	geneid_54995	54995	OXSM
geneid_643504	geneid_643504	643504	LOC643504
geneid_10120	geneid_10120	10120	ACTR1B
geneid_8666	geneid_8666	8666	EIF3S4
geneid_3164	geneid_3164	3164	NR4A1
geneid_54784	geneid_54784	54784	ALKBH4
geneid_339403	geneid_339403	339403	RXFP4
geneid_9050	geneid_9050	9050	PSTPIP2
geneid_619427	geneid_619427	619427	C8orf66
geneid_440456	geneid_440456	440456	LOC440456
geneid_284656	geneid_284656	284656	EPHA10
geneid_54469	geneid_54469	54469	ZFAND6
geneid_4204	geneid_4204	4204	MECP2
geneid_55100	geneid_55100	55100	WDR70
geneid_404734	geneid_404734	404734	MASK-BP3
geneid_125228	geneid_125228	125228	C18orf19
geneid_22802	geneid_22802	22802	CLCA4
geneid_65985	geneid_65985	65985	AACS
geneid_8653	geneid_8653	8653	DDX3Y
geneid_4191	geneid_4191	4191	MDH2
geneid_57715	geneid_57715	57715	SEMA4G
geneid_148413	geneid_148413	148413	LOC148413
geneid_221272	geneid_221272	221272	LOC221272
geneid_79178	geneid_79178	79178	THTPA
geneid_11166	geneid_11166	11166	SOX21
geneid_64184	geneid_64184	64184	FAM12B
geneid_54984	geneid_54984	54984	PINX1
geneid_54084	geneid_54084	54084	C21orf29
geneid_89782	geneid_89782	89782	LMLN
geneid_25778	geneid_25778	25778	RIPK5
geneid_648232	geneid_648232	648232	LOC648232
geneid_6280	geneid_6280	6280	S100A9
geneid_84792	geneid_84792	84792	MGC12966
geneid_4728	geneid_4728	4728	NDUFS8
geneid_54938	geneid_54938	54938	SARS2
geneid_161582	geneid_161582	161582	DYX1C1
geneid_10129	geneid_10129	10129	FRY
geneid_23404	geneid_23404	23404	EXOSC2
geneid_55702	geneid_55702	55702	CCDC94
geneid_1033	geneid_1033	1033	CDKN3
geneid_283748	geneid_283748	283748	PLA2G4D
geneid_126006	geneid_126006	126006	PCP2
geneid_9390	geneid_9390	9390	SLC22A13
geneid_170394	geneid_170394	170394	PWWP2
geneid_7060	geneid_7060	7060	THBS4
geneid_3065	geneid_3065	3065	HDAC1
geneid_23039	geneid_23039	23039	XPO7
geneid_219699	geneid_219699	219699	UNC5B
geneid_54059	geneid_54059	54059	C21orf57
geneid_8755	geneid_8755	8755	ADAM6
geneid_11131	geneid_11131	11131	CAPN11
geneid_80333	geneid_80333	80333	KCNIP4
geneid_119764	geneid_119764	119764	OR4X2
geneid_170506	geneid_170506	170506	DHX36
geneid_10196	geneid_10196	10196	PRMT3
geneid_9054	geneid_9054	9054	NFS1
geneid_23054	geneid_23054	23054	NCOA6
geneid_404550	geneid_404550	404550	C16orf74
geneid_27130	geneid_27130	27130	INVS
geneid_23424	geneid_23424	23424	TDRD7
geneid_51084	geneid_51084	51084	CRYL1
geneid_8968	geneid_8968	8968	HIST1H3F
geneid_5121	geneid_5121	5121	PCP4
geneid_7913	geneid_7913	7913	DEK
geneid_56955	geneid_56955	56955	MEPE
geneid_353	geneid_353	353	APRT
geneid_6638	geneid_6638	6638	SNRPN
geneid_389677	geneid_389677	389677	RBM12B
geneid_149703	geneid_149703	149703	LOC149703
geneid_5464	geneid_5464	5464	PPA1
geneid_10276	geneid_10276	10276	NET1
geneid_1549	geneid_1549	1549	CYP2A7
geneid_26266	geneid_26266	26266	SLC13A4
geneid_84283	geneid_84283	84283	TMEM79
geneid_375513	geneid_375513	375513	GUSBL2
geneid_55734	geneid_55734	55734	ZFP64
geneid_282618	geneid_282618	282618	IL29
geneid_132724	geneid_132724	132724	TMPRSS11B
geneid_140775	geneid_140775	140775	SMCR8
geneid_168451	geneid_168451	168451	THAP5
geneid_389860	geneid_389860	389860	PAGE2B
geneid_11122	geneid_11122	11122	PTPRT
geneid_5694	geneid_5694	5694	PSMB6
geneid_220047	geneid_220047	220047	CCDC83
geneid_63035	geneid_63035	63035	BCORL1
geneid_151888	geneid_151888	151888	BTLA
geneid_51287	geneid_51287	51287	CHCHD8
geneid_219793	geneid_219793	219793	C10orf27
geneid_6604	geneid_6604	6604	SMARCD3
geneid_147276	geneid_147276	147276	C18orf15
geneid_8773	geneid_8773	8773	SNAP23
geneid_66008	geneid_66008	66008	TRAK2
geneid_1906	geneid_1906	1906	EDN1
geneid_440013	geneid_440013	440013	LOC440013
geneid_117153	geneid_117153	117153	MIA2
geneid_646040	geneid_646040	646040	LOC646040
geneid_138241	geneid_138241	138241	C9orf85
geneid_8644	geneid_8644	8644	AKR1C3
geneid_143282	geneid_143282	143282	C10orf13
geneid_117579	geneid_117579	117579	RLN3
geneid_8193	geneid_8193	8193	DPF1
geneid_644134	geneid_644134	644134	LOC644134
geneid_10537	geneid_10537	10537	UBD
geneid_3667	geneid_3667	3667	IRS1
geneid_6612	geneid_6612	6612	SUMO3
geneid_4477	geneid_4477	4477	MSMB
geneid_128387	geneid_128387	128387	TATDN3
geneid_112755	geneid_112755	112755	STX1B2
geneid_644011	geneid_644011	644011	LOC644011
geneid_84193	geneid_84193	84193	SETD3
geneid_26577	geneid_26577	26577	PCOLCE2
geneid_4300	geneid_4300	4300	MLLT3
geneid_28974	geneid_28974	28974	HSPC023
geneid_25806	geneid_25806	25806	VAX2
geneid_56252	geneid_56252	56252	YLPM1
geneid_6352	geneid_6352	6352	CCL5
geneid_22884	geneid_22884	22884	WDR37
geneid_148641	geneid_148641	148641	SLC35F3
geneid_9827	geneid_9827	9827	KIAA0258
geneid_57117	geneid_57117	57117	INTS12
geneid_139324	geneid_139324	139324	CXorf43
geneid_8851	geneid_8851	8851	CDK5R1
geneid_256646	geneid_256646	256646	NUT
geneid_149420	geneid_149420	149420	PDIK1L
geneid_1118	geneid_1118	1118	CHIT1
geneid_8787	geneid_8787	8787	RGS9
geneid_9794	geneid_9794	9794	MAML1
geneid_3004	geneid_3004	3004	GZMM
geneid_341604	geneid_341604	341604	LOC341604
geneid_51070	geneid_51070	51070	NOSIP
geneid_64745	geneid_64745	64745	METT11D1
geneid_203054	geneid_203054	203054	ADCK5
geneid_9792	geneid_9792	9792	SERTAD2
geneid_11037	geneid_11037	11037	STON1
geneid_56974	geneid_56974	56974	DKFZp547K054
geneid_51537	geneid_51537	51537	MTP18
geneid_400931	geneid_400931	400931	FLJ27365
geneid_9861	geneid_9861	9861	PSMD6
geneid_23587	geneid_23587	23587	C17orf81
geneid_4161	geneid_4161	4161	MC5R
geneid_84815	geneid_84815	84815	MGC12916
geneid_51056	geneid_51056	51056	LAP3
geneid_133584	geneid_133584	133584	FLJ39155
geneid_339665	geneid_339665	339665	SLC35E4
geneid_7633	geneid_7633	7633	ZNF79
geneid_163778	geneid_163778	163778	SPRR4
geneid_114818	geneid_114818	114818	KBTBD9
geneid_5157	geneid_5157	5157	PDGFRL
geneid_199713	geneid_199713	199713	NALP7
geneid_51574	geneid_51574	51574	LARP7
geneid_10203	geneid_10203	10203	CALCRL
geneid_401044	geneid_401044	401044	FLJ40712
geneid_643438	geneid_643438	643438	tcag7.1239
geneid_824	geneid_824	824	CAPN2
geneid_85477	geneid_85477	85477	SCIN
geneid_22905	geneid_22905	22905	EPN2
geneid_154215	geneid_154215	154215	TCBA1
geneid_64806	geneid_64806	64806	IL25
geneid_55167	geneid_55167	55167	MSL2L1
geneid_160364	geneid_160364	160364	CLEC12A
geneid_1154	geneid_1154	1154	CISH
geneid_2958	geneid_2958	2958	GTF2A2
geneid_168975	geneid_168975	168975	CNBD1
geneid_257062	geneid_257062	257062	TMEM146
geneid_146802	geneid_146802	146802	FLJ31196
geneid_144132	geneid_144132	144132	DNHD1
geneid_10286	geneid_10286	10286	BCAS2
geneid_387700	geneid_387700	387700	SLC16A12
geneid_284129	geneid_284129	284129	SLC26A11
geneid_7287	geneid_7287	7287	TULP1
geneid_642491	geneid_642491	642491	LOC642491
geneid_401098	geneid_401098	401098	LOC401098
geneid_255061	geneid_255061	255061	TAC4
geneid_2837	geneid_2837	2837	UTS2R
geneid_389599	geneid_389599	389599	LOC389599
geneid_30848	geneid_30848	30848	CTAG2
geneid_122525	geneid_122525	122525	C14orf28
geneid_151878	geneid_151878	151878	LOC151878
geneid_795	geneid_795	795	S100G
geneid_81876	geneid_81876	81876	RAB1B
geneid_91703	geneid_91703	91703	ACY3
geneid_5432	geneid_5432	5432	POLR2C
geneid_80019	geneid_80019	80019	UBTD1
geneid_375035	geneid_375035	375035	SFT2D2
geneid_56122	geneid_56122	56122	PCDHB14
geneid_79133	geneid_79133	79133	C20orf7
geneid_27290	geneid_27290	27290	SPINK4
geneid_343406	geneid_343406	343406	OR10R2
geneid_51227	geneid_51227	51227	PIGP
geneid_4584	geneid_4584	4584	MUC3A
geneid_3692	geneid_3692	3692	ITGB4BP
geneid_55039	geneid_55039	55039	TRMT12
geneid_3881	geneid_3881	3881	KRT31
geneid_5787	geneid_5787	5787	PTPRB
geneid_26080	geneid_26080	26080	DKFZP434B061
geneid_7071	geneid_7071	7071	KLF10
geneid_22943	geneid_22943	22943	DKK1
geneid_7290	geneid_7290	7290	HIRA
geneid_3948	geneid_3948	3948	LDHC
geneid_338674	geneid_338674	338674	OR5F1
geneid_222159	geneid_222159	222159	LOC222159
geneid_3142	geneid_3142	3142	HLX1
geneid_84197	geneid_84197	84197	FLJ23356
geneid_342667	geneid_342667	342667	STAC2
geneid_55930	geneid_55930	55930	MYO5C
geneid_51146	geneid_51146	51146	A4GNT
geneid_196	geneid_196	196	AHR
geneid_9526	geneid_9526	9526	MPDU1
geneid_55857	geneid_55857	55857	C20orf19
geneid_3710	geneid_3710	3710	ITPR3
geneid_80323	geneid_80323	80323	CCDC68
geneid_22990	geneid_22990	22990	PCNX
geneid_120400	geneid_120400	120400	FAM55A
geneid_400794	geneid_400794	400794	LOC400794
geneid_5168	geneid_5168	5168	ENPP2
geneid_8302	geneid_8302	8302	KLRC4
geneid_54623	geneid_54623	54623	PAF1
geneid_441448	geneid_441448	441448	LOC441448
geneid_79633	geneid_79633	79633	FAT4
geneid_375189	geneid_375189	375189	PFN4
geneid_9002	geneid_9002	9002	F2RL3
geneid_51649	geneid_51649	51649	MRPS23
geneid_90861	geneid_90861	90861	C16orf34
geneid_54714	geneid_54714	54714	CNGB3
geneid_84969	geneid_84969	84969	C20orf100
geneid_9556	geneid_9556	9556	C14orf2
geneid_2135	geneid_2135	2135	EXTL2
geneid_3593	geneid_3593	3593	IL12B
geneid_89849	geneid_89849	89849	ATG16L2
geneid_2916	geneid_2916	2916	GRM6
geneid_60439	geneid_60439	60439	TTTY2
geneid_4358	geneid_4358	4358	MPV17
geneid_9130	geneid_9130	9130	FAM50A
geneid_117581	geneid_117581	117581	TWIST2
geneid_1389	geneid_1389	1389	CREBL2
geneid_54551	geneid_54551	54551	MAGEL2
geneid_23642	geneid_23642	23642	UHG
geneid_80108	geneid_80108	80108	ZFP2
geneid_4992	geneid_4992	4992	OR1F1
geneid_80321	geneid_80321	80321	CEP70
geneid_5798	geneid_5798	5798	PTPRN
geneid_7342	geneid_7342	7342	UBP1
geneid_84435	geneid_84435	84435	GPR123
geneid_84643	geneid_84643	84643	KIF2B
geneid_27233	geneid_27233	27233	SULT1C2
geneid_124790	geneid_124790	124790	HEXIM2
geneid_55505	geneid_55505	55505	NOLA3
geneid_8910	geneid_8910	8910	SGCE
geneid_440423	geneid_440423	440423	SUZ12P
geneid_92815	geneid_92815	92815	HIST3H2A
geneid_2629	geneid_2629	2629	GBA
geneid_6136	geneid_6136	6136	RPL12
geneid_51260	geneid_51260	51260	CXorf26
geneid_54541	geneid_54541	54541	DDIT4
geneid_79948	geneid_79948	79948	PRG2
geneid_23403	geneid_23403	23403	FBXO46
geneid_254048	geneid_254048	254048	FLJ25778
geneid_9973	geneid_9973	9973	CCS
geneid_3812	geneid_3812	3812	KIR3DL2
geneid_2224	geneid_2224	2224	FDPS
geneid_81889	geneid_81889	81889	FAHD1
geneid_6881	geneid_6881	6881	TAF10
geneid_346288	geneid_346288	346288	FLJ44060
geneid_3357	geneid_3357	3357	HTR2B
geneid_1762	geneid_1762	1762	DMWD
geneid_7155	geneid_7155	7155	TOP2B
geneid_6569	geneid_6569	6569	SLC34A1
geneid_400506	geneid_400506	400506	LOC400506
geneid_60484	geneid_60484	60484	HAPLN2
geneid_9324	geneid_9324	9324	HMGN3
geneid_339967	geneid_339967	339967	TMPRSS11A
geneid_91584	geneid_91584	91584	PLXNA4B
geneid_6531	geneid_6531	6531	SLC6A3
geneid_56112	geneid_56112	56112	PCDHGA3
geneid_80704	geneid_80704	80704	SLC19A3
geneid_352909	geneid_352909	352909	LOC352909
geneid_51696	geneid_51696	51696	HECA
geneid_8624	geneid_8624	8624	DSCR2
geneid_80173	geneid_80173	80173	IFT74
geneid_8886	geneid_8886	8886	DDX18
geneid_23235	geneid_23235	23235	SNF1LK2
geneid_1412	geneid_1412	1412	CRYBA2
geneid_163071	geneid_163071	163071	ZNF114
geneid_246184	geneid_246184	246184	CDC26
geneid_149018	geneid_149018	149018	LELP1
geneid_219995	geneid_219995	219995	MGC35295
geneid_1173	geneid_1173	1173	AP2M1
geneid_3083	geneid_3083	3083	HGFAC
geneid_770	geneid_770	770	CA11
geneid_25807	geneid_25807	25807	RHBDD3
geneid_6843	geneid_6843	6843	VAMP1
geneid_79810	geneid_79810	79810	PTCD2
geneid_4673	geneid_4673	4673	NAP1L1
geneid_619351	geneid_619351	619351	C8orf75
geneid_85509	geneid_85509	85509	MBD3L1
geneid_642299	geneid_642299	642299	LOC642299
geneid_63826	geneid_63826	63826	SRR
geneid_652408	geneid_652408	652408	LOC652408
geneid_6835	geneid_6835	6835	SURF2
geneid_23615	geneid_23615	23615	PYY2
geneid_7268	geneid_7268	7268	TTC4
geneid_3732	geneid_3732	3732	CD82
geneid_51319	geneid_51319	51319	RSRC1
geneid_59335	geneid_59335	59335	PRDM12
geneid_22920	geneid_22920	22920	KIFAP3
geneid_51545	geneid_51545	51545	ZNF581
geneid_56901	geneid_56901	56901	NDUFA4L2
geneid_222484	geneid_222484	222484	LNX2
geneid_23213	geneid_23213	23213	SULF1
geneid_6299	geneid_6299	6299	SALL1
geneid_285401	geneid_285401	285401	LOC285401
geneid_6850	geneid_6850	6850	SYK
geneid_389895	geneid_389895	389895	LOC389895
geneid_5985	geneid_5985	5985	RFC5
geneid_2897	geneid_2897	2897	GRIK1
geneid_414157	geneid_414157	414157	C10orf62
geneid_6883	geneid_6883	6883	TAF12
geneid_84498	geneid_84498	84498	FAM120B
geneid_6775	geneid_6775	6775	STAT4
geneid_55247	geneid_55247	55247	NEIL3
geneid_83899	geneid_83899	83899	KRTAP9-2
geneid_54586	geneid_54586	54586	C9orf11
geneid_2673	geneid_2673	2673	GFPT1
geneid_6954	geneid_6954	6954	TCP11
geneid_55171	geneid_55171	55171	TBCCD1
geneid_119395	geneid_119395	119395	FAM26A
geneid_149047	geneid_149047	149047	MGC27382
geneid_4881	geneid_4881	4881	NPR1
geneid_26958	geneid_26958	26958	COPG2
geneid_3725	geneid_3725	3725	JUN
geneid_5408	geneid_5408	5408	PNLIPRP2
geneid_388237	geneid_388237	388237	LOC388237
geneid_388753	geneid_388753	388753	C1orf31
geneid_387707	geneid_387707	387707	C10orf130
geneid_56130	geneid_56130	56130	PCDHB6
geneid_79707	geneid_79707	79707	NOL9
geneid_8907	geneid_8907	8907	AP1M1
geneid_440119	geneid_440119	440119	FLJ31485
geneid_5076	geneid_5076	5076	PAX2
geneid_9706	geneid_9706	9706	ULK2
geneid_8187	geneid_8187	8187	ZNF239
geneid_664727	geneid_664727	664727	LOC664727
geneid_83956	geneid_83956	83956	RACGAP1P
geneid_4861	geneid_4861	4861	NPAS1
geneid_57282	geneid_57282	57282	SLC4A10
geneid_58478	geneid_58478	58478	MASA
geneid_23770	geneid_23770	23770	FKBP8
geneid_56904	geneid_56904	56904	SH3GLB2
geneid_128434	geneid_128434	128434	C20orf102
geneid_2158	geneid_2158	2158	F9
geneid_8357	geneid_8357	8357	HIST1H3H
geneid_7252	geneid_7252	7252	TSHB
geneid_79814	geneid_79814	79814	AGMAT
geneid_388381	geneid_388381	388381	LOC388381
geneid_353323	geneid_353323	353323	KRTAP12-2
geneid_1105	geneid_1105	1105	CHD1
geneid_85366	geneid_85366	85366	MYLK2
geneid_10763	geneid_10763	10763	NES
geneid_5176	geneid_5176	5176	SERPINF1
geneid_84775	geneid_84775	84775	ZNF607
geneid_90485	geneid_90485	90485	BC37295_3
geneid_642564	geneid_642564	642564	FLJ14477
geneid_337880	geneid_337880	337880	KRTAP11-1
geneid_80775	geneid_80775	80775	MGC10993
geneid_170384	geneid_170384	170384	FUT11
geneid_7579	geneid_7579	7579	ZNF31
geneid_79412	geneid_79412	79412	KREMEN2
geneid_196872	geneid_196872	196872	MGC23270
geneid_440337	geneid_440337	440337	LOC440337
geneid_55342	geneid_55342	55342	STRBP
geneid_6708	geneid_6708	6708	SPTA1
geneid_93145	geneid_93145	93145	OLFM2
geneid_166863	geneid_166863	166863	MGC27016
geneid_6549	geneid_6549	6549	SLC9A2
geneid_6217	geneid_6217	6217	RPS16
geneid_142678	geneid_142678	142678	MIB2
geneid_54965	geneid_54965	54965	PIGX
geneid_56956	geneid_56956	56956	LHX9
geneid_81561	geneid_81561	81561	C2orf31
geneid_128344	geneid_128344	128344	C1orf88
geneid_285598	geneid_285598	285598	ARL10
geneid_2597	geneid_2597	2597	GAPDH
geneid_115111	geneid_115111	115111	SLC26A7
geneid_57636	geneid_57636	57636	ARHGAP23
geneid_84557	geneid_84557	84557	MAP1LC3A
geneid_158	geneid_158	158	ADSL
geneid_7188	geneid_7188	7188	TRAF5
geneid_1562	geneid_1562	1562	CYP2C18
geneid_23308	geneid_23308	23308	ICOSLG
geneid_8451	geneid_8451	8451	CUL4A
geneid_84867	geneid_84867	84867	PTPN5
geneid_7434	geneid_7434	7434	VIPR2
geneid_8891	geneid_8891	8891	EIF2B3
geneid_84983	geneid_84983	84983	MGC14436
geneid_29954	geneid_29954	29954	POMT2
geneid_10628	geneid_10628	10628	TXNIP
geneid_9360	geneid_9360	9360	PPIG
geneid_284244	geneid_284244	284244	LOC284244
geneid_159125	geneid_159125	159125	RBMY2EP
geneid_10210	geneid_10210	10210	TOPORS
geneid_163782	geneid_163782	163782	ANKRD38
geneid_3815	geneid_3815	3815	KIT
geneid_1591	geneid_1591	1591	CYP24A1
geneid_442862	geneid_442862	442862	PRY2
geneid_79695	geneid_79695	79695	GALNT12
geneid_79411	geneid_79411	79411	GLB1L
geneid_23143	geneid_23143	23143	LRCH1
geneid_64062	geneid_64062	64062	RBM26
geneid_231	geneid_231	231	AKR1B1
geneid_79038	geneid_79038	79038	ZFYVE21
geneid_258010	geneid_258010	258010	DKFZp313A2432
geneid_5957	geneid_5957	5957	RCV1
geneid_417	geneid_417	417	ART1
geneid_3713	geneid_3713	3713	IVL
geneid_27299	geneid_27299	27299	ADAMDEC1
geneid_7809	geneid_7809	7809	BSND
geneid_4314	geneid_4314	4314	MMP3
geneid_29949	geneid_29949	29949	IL19
geneid_147660	geneid_147660	147660	ZNF578
geneid_8510	geneid_8510	8510	MMP23B
geneid_80124	geneid_80124	80124	VCPIP1
geneid_64777	geneid_64777	64777	RMND5B
geneid_201799	geneid_201799	201799	TMEM154
geneid_646200	geneid_646200	646200	LOC646200
geneid_7078	geneid_7078	7078	TIMP3
geneid_81854	geneid_81854	81854	MGC3771
geneid_10740	geneid_10740	10740	RFPL1S
geneid_57700	geneid_57700	57700	KIAA1600
geneid_10248	geneid_10248	10248	POP7
geneid_3957	geneid_3957	3957	LGALS2
geneid_113174	geneid_113174	113174	SAAL1
geneid_23316	geneid_23316	23316	CUTL2
geneid_8269	geneid_8269	8269	CXorf12
geneid_51057	geneid_51057	51057	LOC51057
geneid_5289	geneid_5289	5289	PIK3C3
geneid_441549	geneid_441549	441549	ARMETL1
geneid_8343	geneid_8343	8343	HIST1H2BF
geneid_5265	geneid_5265	5265	SERPINA1
geneid_80156	geneid_80156	80156	FLJ22596
geneid_10667	geneid_10667	10667	FARS2
geneid_51318	geneid_51318	51318	MRPL35
geneid_23588	geneid_23588	23588	KLHDC2
geneid_3036	geneid_3036	3036	HAS1
geneid_56886	geneid_56886	56886	UGCGL1
geneid_127795	geneid_127795	127795	C1orf87
geneid_9076	geneid_9076	9076	CLDN1
geneid_1995	geneid_1995	1995	ELAVL3
geneid_64785	geneid_64785	64785	GINS3
geneid_51428	geneid_51428	51428	DDX41
geneid_54886	geneid_54886	54886	RP11-35N6.1
geneid_7852	geneid_7852	7852	CXCR4
geneid_57567	geneid_57567	57567	ZNF319
geneid_337959	geneid_337959	337959	KRTAP13-2
geneid_57639	geneid_57639	57639	KIAA1505
geneid_10456	geneid_10456	10456	HAX1
geneid_6290	geneid_6290	6290	SAA3P
geneid_7592	geneid_7592	7592	ZNF41
geneid_83871	geneid_83871	83871	RAB34
geneid_4140	geneid_4140	4140	MARK3
geneid_284944	geneid_284944	284944	FLJ37357
geneid_151887	geneid_151887	151887	CCDC80
geneid_4924	geneid_4924	4924	NUCB1
geneid_140836	geneid_140836	140836	C20orf179
geneid_2847	geneid_2847	2847	MCHR1
geneid_9306	geneid_9306	9306	SOCS6
geneid_4983	geneid_4983	4983	OPHN1
geneid_55089	geneid_55089	55089	SLC38A4
geneid_84541	geneid_84541	84541	KBTBD8
geneid_124221	geneid_124221	124221	MGC52282
geneid_9506	geneid_9506	9506	PAGE4
geneid_64857	geneid_64857	64857	PLEKHG2
geneid_283848	geneid_283848	283848	FLJ37464
geneid_164592	geneid_164592	164592	CCDC116
geneid_22800	geneid_22800	22800	RRAS2
geneid_51406	geneid_51406	51406	NOL7
geneid_10512	geneid_10512	10512	SEMA3C
geneid_151162	geneid_151162	151162	LOC151162
geneid_9404	geneid_9404	9404	LPXN
geneid_55361	geneid_55361	55361	PI4KII
geneid_202500	geneid_202500	202500	RP11-444E17.2
geneid_152110	geneid_152110	152110	NEK10
geneid_123775	geneid_123775	123775	C16orf46
geneid_5372	geneid_5372	5372	PMM1
geneid_4112	geneid_4112	4112	MAGEB1
geneid_4808	geneid_4808	4808	NHLH2
geneid_399851	geneid_399851	399851	LOC399851
geneid_5030	geneid_5030	5030	P2RY4
geneid_374899	geneid_374899	374899	DKFZp779O175
geneid_2016	geneid_2016	2016	EMX1
geneid_219844	geneid_219844	219844	HYLS1
geneid_90268	geneid_90268	90268	FAM105B
geneid_509	geneid_509	509	ATP5C1
geneid_645919	geneid_645919	645919	LOC645919
geneid_57484	geneid_57484	57484	RNF150
geneid_113130	geneid_113130	113130	CDCA5
geneid_7424	geneid_7424	7424	VEGFC
geneid_6839	geneid_6839	6839	SUV39H1
geneid_26517	geneid_26517	26517	TIMM13
geneid_1020	geneid_1020	1020	CDK5
geneid_23469	geneid_23469	23469	PHF3
geneid_653483	geneid_653483	653483	LOC653483
geneid_79977	geneid_79977	79977	GRHL2
geneid_285025	geneid_285025	285025	FLJ39502
geneid_22925	geneid_22925	22925	PLA2R1
geneid_150709	geneid_150709	150709	ANKAR
geneid_139420	geneid_139420	139420	FLJ32867
geneid_4192	geneid_4192	4192	MDK
geneid_54106	geneid_54106	54106	TLR9
geneid_79843	geneid_79843	79843	FLJ22746
geneid_23035	geneid_23035	23035	PHLPPL
geneid_54472	geneid_54472	54472	TOLLIP
geneid_158863	geneid_158863	158863	LOC158863
geneid_348793	geneid_348793	348793	WDR53
geneid_5270	geneid_5270	5270	SERPINE2
geneid_79594	geneid_79594	79594	C1orf166
geneid_22827	geneid_22827	22827	SIAHBP1
geneid_6457	geneid_6457	6457	SH3GL3
geneid_22926	geneid_22926	22926	ATF6
geneid_81575	geneid_81575	81575	APOLD1
geneid_3460	geneid_3460	3460	IFNGR2
geneid_390439	geneid_390439	390439	OR11G2
geneid_3399	geneid_3399	3399	ID3
geneid_339260	geneid_339260	339260	LOC339260
geneid_56961	geneid_56961	56961	SHD
geneid_9751	geneid_9751	9751	SNPH
geneid_2788	geneid_2788	2788	GNG7
geneid_7776	geneid_7776	7776	ZNF236
geneid_3013	geneid_3013	3013	HIST1H2AD
geneid_8649	geneid_8649	8649	MAP2K1IP1
geneid_51802	geneid_51802	51802	ACCN5
geneid_664	geneid_664	664	BNIP3
geneid_4723	geneid_4723	4723	NDUFV1
geneid_8448	geneid_8448	8448	DOC2A
geneid_92799	geneid_92799	92799	SHKBP1
geneid_613212	geneid_613212	613212	LOC613212
geneid_54521	geneid_54521	54521	WDR44
geneid_1297	geneid_1297	1297	COL9A1
geneid_5514	geneid_5514	5514	PPP1R10
geneid_54704	geneid_54704	54704	PPM2C
geneid_29763	geneid_29763	29763	PACSIN3
geneid_90410	geneid_90410	90410	IFT20
geneid_65987	geneid_65987	65987	KCTD14
geneid_280659	geneid_280659	280659	SSX8
geneid_54827	geneid_54827	54827	FAM55D
geneid_147808	geneid_147808	147808	LOC147808
geneid_22933	geneid_22933	22933	SIRT2
geneid_56946	geneid_56946	56946	C11orf30
geneid_79094	geneid_79094	79094	CHAC1
geneid_11142	geneid_11142	11142	PKIG
geneid_8482	geneid_8482	8482	SEMA7A
geneid_200931	geneid_200931	200931	OSTalpha
geneid_8277	geneid_8277	8277	TKTL1
geneid_147686	geneid_147686	147686	ZNF418
geneid_5148	geneid_5148	5148	PDE6G
geneid_280658	geneid_280658	280658	SSX7
geneid_8788	geneid_8788	8788	DLK1
geneid_85002	geneid_85002	85002	FAM86B1
geneid_55863	geneid_55863	55863	TMEM126B
geneid_23193	geneid_23193	23193	GANAB
geneid_8940	geneid_8940	8940	TOP3B
geneid_65243	geneid_65243	65243	ZNF643
geneid_85865	geneid_85865	85865	DKFZP686A10121
geneid_7818	geneid_7818	7818	DAP3
geneid_51305	geneid_51305	51305	KCNK9
geneid_10370	geneid_10370	10370	CITED2
